,name,email,gender,hired_ago,last_advance_ago,birth_ago,salary,position,has_ps,arrival_mean,arrival_stdv,depart_mean,depart_stdv,license_plate_cnt,work_area,reservation_ratio,giveup_ratio,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364
813,Joel Poole,popegina@example.org,False,1798.7737686739138,1144.5837401830702,17380.102635389634,821647.7360443748,3,False,6.446273585485095,1.3827017391367593,13.593541581575698,1.7287850182958828,3,3,0.8513713880221185,0.9168642527746597,W,W,W,H,H,W,W,W,W,W,H,H,H,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,H,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,H,W,W,W,H,H,W,W,W,W,W,H,H,H,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,V,V,V,W,W,W,W,H,H,V,V,W,W,W,H,H,W,W,W,W,W,H,V,V,V,W,W,V,V,V,W,W,W,W,W,V,V,V,V,W,W,V,V,H,V,V,W,W,V,V,V,V,W,W,W,W,H,H,W,W,W,W,W,H,H,V,V,W,W,V,V,V,V,V,W,W,V,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,H,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,H,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W
814,Phillip Brown,deborah25@example.net,True,2755.156705863041,912.7698644028463,16173.546950370368,720334.8270312051,2,False,8.944783256724445,0.8988583764194,16.743911074193328,1.7859137829673815,2,2,0.7658742938654428,0.9922236283498526,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,V,W,W,V,V,V,V,V,W,W,V,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,V,V,W,W,H,H,W,W,W,W,W,W,H,V,V,V,W,W,V,V,V,V,V,W,W,V,V,W,W,W,W,W,W,H,W,W,V,W,W,V,V,V,V,H,W,W,W,V,V,V,V,W,W,V,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,V,V,V,V,V,W,W,V,V,H,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,W,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W
815,Stephanie Harrison,parkerbrian@example.org,False,2863.6968180558697,975.3349738156828,10180.981088985412,749098.8879520356,3,False,7.007407956204344,1.2330806357058477,14.73902223210313,2.08590986778849,3,3,0.8135447838705828,0.9910219827159422,W,W,W,H,W,H,W,W,W,H,V,V,V,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,V,V,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,V,V,V,V,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,V,V,W,W,V,V,V,H,W,W,W,V,V,V,H,H,W,W,W,W,V,V,V,W,W,V,V,V,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,V,V,V,V,V,W,W,V,V,V,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,H,H,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W
816,Deanna Mitchell,brendanichols@example.net,True,1453.369350589087,1088.5708674308808,12908.996353845454,757845.8898776011,3,False,8.203868656402573,1.1826752734377064,14.147649060220893,1.932109010741893,3,2,0.7355386734458423,1.0703105850220973,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,V,V,V,W,W,V,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,V,W,H,V,V,W,W,V,V,V,V,V,W,W,V,V,H,W,W,W,W,W,W,H,W,W,W,W,V,V,V,V,V,W,W,V,V,V,V,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,V,V,V,V,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,H,W,W,W,W,W,H,W,W,W,W,H,W,H,H,W,W,W,W,W,V,V,V,W,W,V,V,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,H,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W
817,Tiffany Fuller,jchung@example.net,False,1303.5554906360778,1263.0813369195907,11135.486270206085,690632.5559073717,3,False,8.281332646383108,0.8081865306057572,15.928398164613647,1.8765884547109415,3,1,0.790074564736207,0.9474662846783043,W,W,W,W,W,H,W,W,W,W,W,H,H,H,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,H,W,H,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,W,V,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,V,W,W,V,V,W,H,W,W,W,W,W,W,H,W,W,W,V,V,V,V,V,W,W,V,V,W,H,W,W,W,W,W,W,H,W,W,W,W,V,V,V,V,W,W,V,V,W,H,H,W,W,W,W,W,H,W,W,W,W,W,H,H,H,W,W,W,H,W,H,H,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,H,W,H,H,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W
818,Melinda Robles,nancyshelton@example.org,False,2110.8073393714058,1163.1576489575725,21350.07086241516,684526.9114578954,2,True,7.895495097577601,0.7876419447740792,14.861566130537385,1.899052505197532,1,1,0.9001588617023051,0.9753858878387619,W,W,H,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,W,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,H,H,H,W,W,W,W,W,V,V,V,W,W,W,W,V,V,V,W,W,W,W,H,W,H,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,V,V,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,V,W,W,V,H,W,W,W,W,W,W,H,W,H,W,W,W,H,H,H,W,W,W,W,W,H,V,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,V,W,W,V,V,V,V,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,W,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W
819,Justin Bishop,shirleyvaughn@example.com,False,2591.4488445078514,1188.1724971564872,13901.531530033832,683413.1491152009,2,False,8.841193227329592,0.8699985347423599,15.1965376586967,2.0353883084744924,3,3,0.7716719453003863,0.8859988218738651,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,H,W,W,W,H,W,H,H,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,H,H,W,H,H,W,W,W,H,V,V,V,W,W,V,V,W,H,W,W,W,W,W,W,H,H,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,V,V,W,W,W,W,V,V,V,V,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,V,W,W,H,H,W,H,H,W,W,W,H,W,V,V,W,W,V,V,V,V,W,W,W,W,H,W,H,W,W,W,W,V,V,V,V,W,W,V,V,V,H,W,W,W,W,H,W,H,W,W,W,W,V,V,V,V,W,W,V,V,W,H,H,W,W,W,H,W,H,H,W,W,W,H,H,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,H,H,W,H,W,W,W,H,H,W,H,V,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W
820,Christina Schneider,zballard@example.org,False,2814.00431839275,1281.0261985768993,5816.72941226078,667378.140358055,2,False,8.32318140398357,1.0244390337120992,17.210474324691177,1.8078197566519827,2,3,0.617655104208836,0.9298551448378579,W,W,W,H,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,H,H,V,W,W,V,V,V,V,V,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,V,V,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,V,V,V,W,W,W,W,V,V,V,W,W,V,W,W,H,W,W,W,H,W,H,H,V,W,W,V,H,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,V,V,V,V,V,W,W,V,V,W,H,V,W,W,V,V,V,V,V,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W
821,Rebecca Contreras,anthonyhayden@example.com,False,2246.0923105000716,1069.4498005717746,14684.529413962262,682050.9167596505,2,False,6.930473748126453,0.8642902487028347,14.36470241243437,1.9918545778652479,3,3,0.7589153563263449,1.214411536662443,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,W,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,H,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,H,W,V,W,W,W,V,V,V,W,W,W,W,H,V,V,V,W,W,V,V,V,V,V,W,W,V,V,W,W,W,W,W,W,H,W,W,W,W,W,V,V,V,H,W,W,W,W,H,V,V,V,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,V,W,W,V,V,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,V,V,V,V,V,W,W,V,V,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,W,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W
822,Gerald Williams MD,shawn43@example.net,False,2185.378160191738,1110.3135624813294,15704.289331028906,763390.1734616045,3,True,8.175601712478613,1.115720729228809,15.804778362720041,2.221549813529505,3,3,1.040489250951354,1.2977179788353346,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,V,V,V,W,W,V,V,V,V,V,W,W,V,V,W,H,H,W,W,W,W,W,H,W,W,W,H,H,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,V,V,V,V,W,W,V,V,V,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,V,W,H,W,W,W,H,W,W,H,W,W,W,V,V,V,V,W,W,W,W,V,V,V,V,W,W,V,W,V,V,V,W,W,V,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,H,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,H,W,W,W,H,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W
823,Ryan Erickson,lindsay11@example.org,False,2320.3765857769936,1116.209997890961,15102.805529057723,675924.3386776929,3,False,9.493100127320078,1.0888281193166944,16.047212627309424,1.7806256460898675,1,1,0.7726387336112839,1.3377663299841225,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,H,H,W,W,W,H,W,W,H,W,W,W,V,V,V,V,W,W,V,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,H,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,H,W,H,W,W,W,H,W,W,H,W,W,W,H,V,V,V,W,W,V,V,V,W,H,W,W,W,H,W,W,H,W,W,W,H,V,V,V,W,W,V,H,W,W,H,W,W,W,H,W,W,H,W,W,V,V,V,V,V,W,W,V,H,V,V,V,W,W,H,H,W,W,V,W,W,V,V,V,V,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,H,H,W,W,H,W,W,H,H,W,H,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,H,H,W,W,H,W,W,W,H,W,W,H,W,W,V,H,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,H,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,H,H,W,W,H,W,W,W,H,W,W,H,W,W,W,H,H,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W
824,Christine Morse,austinunderwood@example.net,False,2282.4450760771497,1060.6560965717117,14803.412038446042,808195.9522473537,2,False,7.229460827792524,1.2993126288386971,14.83817960686862,1.782817630251122,3,1,0.6889620295049061,1.0802553396496957,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,H,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,V,W,W,V,V,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,V,W,W,V,W,H,H,H,W,W,W,W,W,V,V,W,W,W,V,V,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,W,H,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,V,H,H,W,W,V,V,V,V,V,W,W,V,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,H,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,H,W,H,H,W,W,W,H,W,H,H,W,W,W,W,W,H,H,W,W,W,H,W,H,V,W,W,V,V,V,V,H,W,W,W,W,W,H,H,W
825,Tasha Gutierrez,csmith@example.com,False,2702.929667078738,1123.9504517220648,13769.88091311389,784874.3762601877,2,False,7.754268728869001,1.0036633946173286,15.749610225483636,1.748659953849601,2,3,0.8242778782979225,1.3459040809479963,W,W,H,H,H,W,W,W,W,W,H,W,H,V,W,W,V,V,V,V,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,W,H,W,H,W,W,W,H,W,W,W,W,W,W,H,H,W,H,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,V,W,W,V,V,W,W,W,W,W,W,H,V,V,V,W,W,V,V,V,V,W,W,W,W,V,V,V,V,W,W,W,V,V,W,V,W,W,V,H,W,H,V,W,W,V,V,V,W,V,W,W,W,H,W,V,W,W,W,W,H,H,W,W,W,W,W,H,W,W,H,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,V,H,W,W,W,W,W,W,V,V,V,V,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,W,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,H,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W
826,Mark Hodge,christopher91@example.org,True,1542.0429094080118,926.0032902501556,16712.025204464848,710948.4859544196,3,False,9.010584431652449,0.6406471076091784,17.220916843205245,2.270269264934814,3,1,0.9074411000499297,0.8352278840833145,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,W,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,H,H,V,V,W,W,V,V,V,V,H,W,W,W,W,W,H,H,W,W,W,W,H,W,H,W,W,W,W,V,V,V,W,W,V,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,W,V,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,H,W,W,H,W,W,W,W,W,V,V,W,W,V,V,V,V,V,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W
827,Timothy Morales,jrodriguez@example.com,False,1733.6521020909463,1048.579426548936,16480.34912382998,595809.1347665183,3,False,7.501559360298986,0.6464907212882238,16.493274252117864,1.800154320504799,3,3,0.7151754663054934,1.0979364167015078,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,V,W,W,V,V,V,V,V,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,V,V,V,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,V,V,V,V,W,W,W,W,W,H,W,W,W,W,W,W,H,V,W,W,V,V,V,V,V,W,W,V,W,W,V,V,W,W,V,V,V,V,W,W,W,W,W,W,H,W,W,W,W,V,V,V,V,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,V,V,W,W,V,V,V,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W
